params,values
ec50,1.2324271112147374
ec50.ci.lower,1.1037177691496494
ec50.ci.upper,1.3761458109234836
ec10,0.7320689941496358
ec10.ci.lower,0.5239269613469308
ec10.ci.upper,1.0229002355929224
slope,-4.218461757762562
slope.ci.lower,-6.733561982382886
slope.ci.upper,-1.7033615331422371
ntc,NA
confidence.level,0.95
