params,values
ec50,0.0017386695455269175
ec50.ci.lower,0.0010225479798789496
ec50.ci.upper,0.0029563129046527876
ec10,1.524497889111054e-4
ec10.ci.lower,4.5369188868761965e-5
ec10.ci.upper,5.122625887420851e-4
slope,-0.9027185671003453
slope.ci.lower,-1.3423219906939956
slope.ci.upper,-0.4631151435066949
ntc,NA
confidence.level,0.95
