params,values
ec50,43.566441348618625
ec50.ci.lower,35.91741855696757
ec50.ci.upper,52.84441054059075
ec10,19.548804861179352
ec10.ci.lower,12.438337930731606
ec10.ci.upper,30.724022263157114
slope,-2.7418291277690776
slope.ci.lower,-4.0982496010798535
slope.ci.upper,-1.3854086544583022
ntc,NA
confidence.level,0.95
