params,values
ec50,32.42718474152315
ec50.ci.lower,29.760464238026785
ec50.ci.upper,35.33285979179305
ec10,21.78723536397523
ec10.ci.lower,19.51797370941202
ec10.ci.upper,24.32033324116783
slope,-5.525212688294907
slope.ci.lower,-7.087715168402023
slope.ci.upper,-3.962710208187791
ntc,NA
confidence.level,0.95
