log.concentration,curve.predict,ci.values
0.47134803642255796,99.98821854396823,0.042526374033361763
0.4743010834270695,99.98802463458128,0.0431512335093664
0.477254130431581,99.98782753405456,0.043785140340121785
0.48020717743609254,99.98762718988482,0.04442822302304126
0.4831602244406041,99.98742354870541,0.04508061183283917
0.48611327144511557,99.98721655627213,0.045742438845173
0.4890663184496271,99.9870061574487,0.04641383796058025
0.49201936545413866,99.98679229619229,0.04709494492871349
0.4949724124586502,99.98657491553847,0.04778589737287744
0.4979254594631617,99.9863539575861,0.048486834814870795
0.5008785064676732,99.98612936348201,0.04919789870013616
0.5038315534721848,99.98590107340534,0.04991923242322193
0.5067846004766963,99.98566902655159,0.05065098135355877
0.5097376474812079,99.98543316111655,0.05139329286155512
0.5126906944857194,99.98519341427976,0.052146316345013814
0.5156437414902308,99.984949722188,0.05291020325587477
0.5185967884947424,99.98470201993814,0.05368510712728576
0.5215498354992539,99.98445024156007,0.0544711836010062
0.5245028825037654,99.98419431999899,0.05526859045514595
0.527455929508277,99.98393418709782,0.05607748763224464
0.5304089765127885,99.98366977357894,0.056898037267692825
0.5333620235173,99.9834010090258,0.057730403718500474
0.5363150705218116,99.98312782186431,0.05857475359241533
0.5392681175263231,99.98285013934382,0.05943125577739543
0.5422211645308346,99.9825678875177,0.06030008147143869
0.5451742115353462,99.98228099122382,0.06118140421277451
0.5481272585398577,99.98198937406455,0.06207539991041929
0.5510803055443692,99.98169295838649,0.06298224687510189
0.5540333525488808,99.98139166525989,0.06390212585056035
0.5569863995533922,99.9810854144576,0.06483522004521536
0.5599394465579037,99.98077412443394,0.06578171516422446
0.5628924935624153,99.98045771230284,0.06674179944191895
0.5658455405669268,99.98013609381611,0.06771566367462913
0.5687985875714383,99.9798091833409,0.06870350125390136
0.5717516345759499,99.97947689383697,0.06970550820010975
0.5747046815804614,99.97913913683375,0.07072188319646834
0.5776577285849729,99.97879582240672,0.07175282762344558
0.5806107755894845,99.97844685915368,0.07279854559358681
0.583563822593996,99.97809215417037,0.07385924398674709
0.5865168695985075,99.97773161302597,0.07493513248574023
0.5894699166030191,99.977365139738,0.07602642361240597
0.5924229636075306,99.97699263674679,0.07713333276410057
0.5953760106120422,99.97661400488977,0.0782560782506152
0.5983290576165536,99.9762291433751,0.07939488133152453
0.6012821046210651,99.9758379497549,0.08054996625397129
0.6042351516255767,99.9754403198982,0.08172156029088956
0.6071881986300882,99.97503614796325,0.08290989377967169
0.6101412456345997,99.97462532636955,0.08411520016128236
0.6130942926391113,99.97420774576926,0.0853377160198245
0.6160473396436228,99.97378329501828,0.08657768112256037
0.6190003866481344,99.97335186114685,0.08783533846039293
0.6219534336526459,99.97291332932947,0.08911093428880933
0.6249064806571574,99.97246758285466,0.09040471816929498
0.627859527661669,99.97201450309394,0.0917169430112169
0.6308125746661805,99.97155396947046,0.09304786511418475
0.633765621670692,99.97108585942702,0.09439774421089135
0.6367186686752035,99.97061004839372,0.09576684351043838
0.639671715679715,99.97012640975487,0.09715542974214894
0.6426247626842265,99.96963481481554,0.0985637731998746
0.6455778096887381,99.96913513276748,0.09999214778679721
0.6485308566932496,99.9686272306545,0.10144083106073294
0.6514839036977611,99.96811097333733,0.10291010427994002
0.6544369507022727,99.96758622345779,0.10440025244943689
0.6573899977067842,99.96705284140245,0.10591156436783118
0.6603430447112957,99.96651068526586,0.10744433267466824
0.6632960917158073,99.96595961081277,0.10899885389829841
0.6662491387203188,99.96539947144021,0.1105754285042715
0.6692021857248303,99.96483011813856,0.11217436094425899
0.6721552327293419,99.96425139945232,0.11379595970551071
0.6751082797338533,99.96366316143987,0.11544053736084689
0.6780613267383648,99.96306524763298,0.11710841061919376
0.6810143737428764,99.96245749899535,0.11879990037666185
0.6839674207473879,99.96183975388061,0.1205153317681751
0.6869204677518994,99.96121184798965,0.1222550342196513
0.689873514756411,99.96057361432713,0.12401934150074112
0.6928265617609225,99.95992488315751,0.12580859177812567
0.695779608765434,99.95926548196009,0.12762312766938005
0.6987326557699456,99.95859523538357,0.12946329629740344
0.7016857027744571,99.95791396519967,0.13132944934542248
0.7046387497789686,99.95722149025619,0.1332219431125689
0.7075917967834802,99.95651762642909,0.1351411385700371
0.7105448437879917,99.95580218657399,0.13708740141782327
0.7134978907925031,99.95507498047675,0.1390611021420519
0.7164509377970147,99.95433581480337,0.14106261607289086
0.7194039848015262,99.9535844930489,0.14309232344305933
0.7223570318060377,99.9528208154857,0.1451506094469334
0.7253100788105493,99.95204457911076,0.14723786430025024
0.7282631258150608,99.95125557759224,0.14935448330041437
0.7312161728195723,99.950453601215,0.15150086688741166
0.7341692198240839,99.94963843682545,0.1536774207053305
0.7371222668285955,99.94880986777531,0.1558845556644963
0.7400753138331069,99.94796767386465,0.15812268800421997
0.7430283608376185,99.94711163128376,0.1603922393561647
0.7459814078421301,99.94624151255441,0.1626936368083327
0.7489344548466415,99.94535708646981,0.16502731296967407
0.751887501851153,99.944458118033893,0.16739370603532489
0.7548405488556647,99.94354436839939,0.16979325985246704
0.757793595860176,99.94261559480505,0.17222642398682433
0.7607466428646876,99.94167155051176,0.17469365378978788
0.7636996898691992,99.9407119847378,0.17719541046617673
0.7666527368737107,99.93973664259272,0.17973216114263454
0.7696057838782222,99.93874526501047,0.1823043789366661
0.7725588308827338,99.93773758868137,0.184912543026312
0.7755118778872453,99.93671334598281,0.18755713872046603
0.7784649248917568,99.93567226490909,0.19023865752983463
0.7814179718962684,99.93461406899992,0.19295759723854378
0.7843710189007799,99.93353847726797,0.19571446197638528
