params,values
ec50,127.20468467901807
ec50.ci.lower,117.3833015330453
ec50.ci.upper,137.84781645226764
ec10,90.57932994576925
ec10.ci.lower,51.88080470589246
ec10.ci.upper,158.14355733176734
slope,-6.470623070080661
slope.ci.lower,-17.54398589409675
slope.ci.upper,4.602739753935429
ntc,NA
confidence.level,0.95
