params,values
ec50,334.67280215954844
ec50.ci.lower,268.96429377395407
ec50.ci.upper,416.43402896987305
ec10,78.00309208268526
ec10.ci.lower,48.535831434019016
ec10.ci.upper,125.36062934723375
slope,-1.50866250350711
slope.ci.lower,-1.981150542163952
slope.ci.upper,-1.036174464850268
ntc,NA
confidence.level,0.95
