params,values
ec50,51.0639158266284
ec50.ci.lower,46.60448795918832
ec50.ci.upper,55.95005145925874
ec10,29.807741821329422
ec10.ci.lower,24.562210506996024
ec10.ci.upper,36.173514278527996
slope,-4.081660274982495
slope.ci.lower,-5.17730982398901
slope.ci.upper,-2.9860107259759796
ntc,NA
confidence.level,0.95
