params,values
ec50,167.30504556247354
ec50.ci.lower,147.79289130494988
ec50.ci.upper,189.3932652884224
ec10,63.97476804762779
ec10.ci.lower,48.64095092174561
ec10.ci.upper,84.14249452754937
slope,-2.2856306218024174
slope.ci.lower,-2.867797593471945
slope.ci.upper,-1.70346365013289
ntc,NA
confidence.level,0.95
