params,values
ec50,4.412049672107044
ec50.ci.lower,3.814127561114834
ec50.ci.upper,5.103705106142305
ec10,1.785316439993244
ec10.ci.lower,1.2067018152321392
ec10.ci.upper,2.6413773068676316
slope,-2.428570144954275
slope.ci.lower,-3.372884819367334
slope.ci.upper,-1.4842554705412159
ntc,NA
confidence.level,0.95
