params,values
ec50,50.97145361252566
ec50.ci.lower,46.658943598875375
ec50.ci.upper,55.6825526464872
ec10,27.01294223202085
ec10.ci.lower,21.725237956378898
ec10.ci.upper,33.58762051286272
slope,-3.460456091697809
slope.ci.lower,-4.500045472797039
slope.ci.upper,-2.4208667105985793
ntc,NA
confidence.level,0.95
