params,values
ec50,32.3781855067807
ec50.ci.lower,30.237193708084664
ec50.ci.upper,34.67077357880611
ec10,19.885122466579233
ec10.ci.lower,17.791300867688665
ec10.ci.upper,22.225361622037727
slope,-4.507007685897991
slope.ci.lower,-5.481970430014223
slope.ci.upper,-3.5320449417817583
ntc,NA
confidence.level,0.95
