params,values
ec50,1.2788966258378827e-4
ec50.ci.lower,9.345279790678708e-5
ec50.ci.upper,1.7501633083376482e-4
ec10,5.1413140240343e-5
ec10.ci.lower,3.329120326776351e-5
ec10.ci.upper,7.939968309684808e-5
slope,-2.4111776622654535
slope.ci.lower,-3.7110821853788267
slope.ci.upper,-1.1112731391520803
ntc,NA
confidence.level,0.95
