params,values
ec50,8.337808086849643
ec50.ci.lower,7.254237017838179
ec50.ci.upper,9.58323301571039
ec10,5.737008514230396
ec10.ci.lower,4.821916589232652
ec10.ci.upper,6.825764420282059
slope,-5.87710403874681
slope.ci.lower,-8.409518120340287
slope.ci.upper,-3.3446899571533337
ntc,NA
confidence.level,0.95
