params,values
ec50,1.8597539844462732
ec50.ci.lower,1.709906721549801
ec50.ci.upper,2.0227330760644975
ec10,1.414998035560551
ec10.ci.lower,1.1186498646247875
ec10.ci.upper,1.7898535582550608
slope,-8.039318571605296
slope.ci.lower,-13.44964301696298
slope.ci.upper,-2.628994126247611
ntc,NA
confidence.level,0.95
