params,values
ec50,68.40856826957895
ec50.ci.lower,55.049052987926785
ec50.ci.upper,85.01022195095693
ec10,48.32997542062582
ec10.ci.lower,36.781802868206185
ec10.ci.upper,63.50386174728063
slope,-6.3239235012979655
slope.ci.lower,-10.393916296267353
slope.ci.upper,-2.2539307063285774
ntc,NA
confidence.level,0.95
