params,values
ec50,1.4227147758690686
ec50.ci.lower,1.2290333787417385
ec50.ci.upper,1.646918113443288
ec10,0.9152793255303199
ec10.ci.lower,0.6816561958737901
ec10.ci.upper,1.228971802521906
slope,-4.981619268603538
slope.ci.lower,-8.822621626365255
slope.ci.upper,-1.1406169108418207
ntc,NA
confidence.level,0.95
