params,values
ec50,3.7523027892461487
ec50.ci.lower,2.9656831983209684
ec50.ci.upper,4.747565832438117
ec10,0.4869256459824847
ec10.ci.lower,0.2498889039714747
ec10.ci.upper,0.9488079740528418
slope,-1.076011776238821
slope.ci.lower,-1.396350564415043
slope.ci.upper,-0.7556729880625992
ntc,NA
confidence.level,0.95
