params,values
ec50,32.359027284778875
ec50.ci.lower,22.69050081087989
ec50.ci.upper,46.14735723748264
ec10,14.591355482082651
ec10.ci.lower,5.373371341345912
ec10.ci.upper,39.622732411263925
slope,-2.7586289000883375
slope.ci.lower,-5.473913585784885
slope.ci.upper,-0.043344214391789926
ntc,NA
confidence.level,0.95
