params,values
ec50,8.156618598473393e-5
ec50.ci.lower,0
ec50.ci.upper,Inf
ec10,6.290351447717395e-5
ec10.ci.lower,2.0540633009766985e-48
ec10.ci.upper,19263535508855053e23
slope,-12.310345363253532
slope.ci.lower,-2149361.950801197
slope.ci.upper,2149337.3301104703
ntc,NA
confidence.level,0.95
