params,values
ec50,84.21966402667917
ec50.ci.lower,77.55932969114964
ec50.ci.upper,91.45194829573289
ec10,59.121112970764614
ec10.ci.lower,49.4581742329841
ec10.ci.upper,70.6719577321328
slope,-6.209712693433257
slope.ci.lower,-8.680663154387632
slope.ci.upper,-3.738762232478882
ntc,NA
confidence.level,0.95
