params,values
ec50,202.91657977921386
ec50.ci.lower,192.3036113683993
ec50.ci.upper,214.11526313155997
ec10,155.72987701245702
ec10.ci.lower,148.06422014141202
ec10.ci.upper,163.7924042091518
slope,-8.30169291853836
slope.ci.lower,-9.682256450476343
slope.ci.upper,-6.921129386600375
ntc,NA
confidence.level,0.95
