params,values
ec50,0.03373193600435832
ec50.ci.lower,0.029448975591926517
ec50.ci.upper,0.03863779583946094
ec10,0.011664177429244164
ec10.ci.lower,0.008647110657135906
ec10.ci.upper,0.015733930152566404
slope,-2.0691034363823975
slope.ci.lower,-2.593833932777659
slope.ci.upper,-1.5443729399871358
ntc,0.005135742632516434
confidence.level,0.95
