params,values
ec50,33.88471325495951
ec50.ci.lower,25.57617608427173
ec50.ci.upper,44.89231652877566
ec10,6.67590245287419
ec10.ci.lower,3.4288134469079155
ec10.ci.upper,12.99798727763463
slope,-1.3525922581064187
slope.ci.lower,-1.8030924135578015
slope.ci.upper,-0.9020921026550359
ntc,NA
confidence.level,0.95
