params,values
ec50,2.615973818327776
ec50.ci.lower,2.2217779790908936
ec50.ci.upper,3.0801093010097036
ec10,1.4944790091028703
ec10.ci.lower,1.0328627476430263
ec10.ci.upper,2.1624049407782677
slope,-3.924421872250778
slope.ci.lower,-6.347533202816672
slope.ci.upper,-1.5013105416848833
ntc,NA
confidence.level,0.95
