params,values
ec50,135.810881565335
ec50.ci.lower,122.99993656383653
ec50.ci.upper,149.95613873329737
ec10,82.28661450483192
ec10.ci.lower,60.45669742181246
ec10.ci.upper,111.99895487879962
slope,-4.3858487055274225
slope.ci.lower,-6.99966085104602
slope.ci.upper,-1.7720365600088255
ntc,NA
confidence.level,0.95
