params,values
ec50,395.34841873724724
ec50.ci.lower,340.40888591543677
ec50.ci.upper,459.15479490999365
ec10,145.5670209213386
ec10.ci.lower,103.63906293672935
ec10.ci.upper,204.45724787042485
slope,-2.1991337246701503
slope.ci.lower,-2.9107662624744086
slope.ci.upper,-1.487501186865892
ntc,NA
confidence.level,0.95
