params,values
ec50,33.27533843782416
ec50.ci.lower,26.2551273426197
ec50.ci.upper,42.17264436399639
ec10,16.613455954937237
ec10.ci.lower,10.183837156384863
ec10.ci.upper,27.102448176284327
slope,-3.163292463059144
slope.ci.lower,-5.209055091846766
slope.ci.upper,-1.1175298342715227
ntc,NA
confidence.level,0.95
