params,values
ec50,0.02452768178097283
ec50.ci.lower,0.02268869376972911
ec50.ci.upper,0.02651572539408686
ec10,0.008172998498814645
ec10.ci.lower,0.007000048387269679
ec10.ci.upper,0.009542491818071633
slope,-1.9993586537098926
slope.ci.lower,-2.2774128140780117
slope.ci.upper,-1.7213044933417736
ntc,NA
confidence.level,0.95
