log.concentration,curve.predict,ci.values
1.0734080277505202,99.83554586046193,0.3516482936630875
1.0763610747550318,99.83377983053798,0.35482160637523186
1.0793141217595432,99.83199486759584,0.35802242905480813
1.0822671687640548,99.83019076935004,0.36125098494667746
1.0852202157685664,99.82836733136871,0.36450749888826706
1.0881732627730778,99.8265243470511,0.36779219731750434
1.0911263097775894,99.82466160760497,0.37110530828073196
1.094079356782101,99.82277890202363,0.3744470614405952
1.0970324037866124,99.82087601706279,0.37781768808390676
1.099985450791124,99.8189527372172,0.38121742112948453
1.1029384977956356,99.81700884469709,0.3846464951359615
1.105891544800147,99.81504411940415,0.38810514630956283
1.1088445918046586,99.81305833890764,0.3915936125118569
1.1117976388091702,99.81105127841991,0.3951121332674651
1.1147506858136815,99.8090227107719,0.39866094977174416
1.1177037328181931,99.80697240638823,0.40224030489842544
1.1206567798227047,99.8049001332622,0.40585044320722014
1.123609826827216,99.80280565693039,0.40949161095138026
1.1265628738317277,99.80068874044707,0.41316405608521933
1.1295159208362393,99.79854914435843,0.4168680282715862
1.132468967840751,99.79638662667645,0.42060377888929634
1.1354220148452623,99.79420094285237,0.42437156104050877
1.1383750618497739,99.79199184575032,0.42817162955805854
1.1413281088542855,99.7897590856202,0.4320042410127321
1.1442811558587969,99.7875024100707,0.4358696537204899
1.1472342028633085,99.78522156404166,0.43976812774963236
1.15018724986782,99.7829162897765,0.44369992492790344
1.1531402968723314,99.78058632679415,0.44766530884953715
1.156093343876843,99.77823141186083,0.4516645448822367
1.1590463908813546,99.77585127896145,0.45569790017408945
1.161999437885866,99.7734456592708,0.45976564366041206
1.1649524848903776,99.77101428112442,0.4638680460705275
1.1679055318948892,99.76855686998917,0.46800537993446206
1.1708585788994006,99.76607314843352,0.47217791958957417
1.1738116259039122,99.76356283609755,0.4763859411870983
1.1767646729084238,99.76102564966271,0.4806297226986127
1.1797177199129352,99.75846130282108,0.48490954392241703
1.1826707669174468,99.75586950624461,0.4892256864898318
1.1856238139219584,99.7532499675538,0.4935784338713974
1.1885768609264697,99.75060239128628,0.49796807138299193
1.1915299079309813,99.74792647886485,0.5023948861918451
1.194482954935493,99.74522192856556,0.5068591673224595
1.1974360019400043,99.7424884354849,0.5113612056624267
1.200389048944516,99.73972569150739,0.5159012939681439
1.2033420959490275,99.73693338527221,0.5204797268704174
1.206295142953539,99.73411120213996,0.5250968008799607
1.2092481899580505,99.73125882415874,0.5297528143927751
1.212201236962562,99.72837593003017,0.5344480676954169
1.2151542839670735,99.72546219507497,0.53918286297014
1.218107330971585,99.72251729119809,0.5439575042999197
1.2210603779760967,99.71954088685376,0.5487722976733452
1.2240134249806083,99.71653264701,0.553627550989383
1.2269664719851197,99.7134922331128,0.5585235740620048
1.2299195189896313,99.71041930304999,0.5634606786246827
1.2328725659941426,99.70731351111482,0.568439178334734
1.2358256129986542,99.70417450796904,0.5734593887775286
1.2387786600031658,99.70100194060579,0.5785216274705419
1.2417317070076774,99.69779545231195,0.5836262138672581
1.2446847540121888,99.69455468263027,0.5887734693609115
1.2476378010167004,99.69127926732114,0.5939637172880763
1.2505908480212118,99.68796883832377,0.5991972829320783
1.2535438950257234,99.68462302371742,0.604474493526249
1.256496942030235,99.68124144768171,0.6097956782569959
1.2594499890347466,99.67782373045706,0.6151611682667045
1.262403036039258,99.6743694883044,0.6205712966564472
1.2653560830437696,99.67087833346466,0.6260263984885182
1.2683091300482812,99.66734987411786,0.6315268107887647
1.2712621770527925,99.66378371434175,0.6370728725487288
1.2742152240573041,99.66017945407005,0.6426649247275893
1.2771682710618157,99.65653668905045,0.6483033102538935
1.2801213180663271,99.65285501080196,0.6539883740270797
1.2830743650708387,99.64913400657201,0.6597204629187914
1.2860274120753503,99.64537325929322,0.6654999257739602
1.2889804590798617,99.64157234753951,0.6713271134116713
1.2919335060843733,99.63773084548204,0.6772023786257966
1.294886553088885,99.63384832284459,0.6831260761853895
1.2978396000933963,99.62992434485862,0.6890985628348384
1.3007926470979079,99.62595847221776,0.695120197293782
1.3037456941024195,99.62195026103203,0.7011913402567597
1.3066987411069309,99.6178992627816,0.7073123543926123
1.3096517881114424,99.61380502426995,0.7134836043436197
1.312604835115954,99.6096670875769,0.7197054567243643
1.3155578821204654,99.60548499001085,0.7259782801203203
1.318510929124977,99.60125826406086,0.7323024450861703
1.3214639761294886,99.59698643734815,0.7386783241438221
1.324417023134,99.59266903257716,0.7451062917801389
1.3273700701385116,99.58830556748617,0.7515867244443727
1.3303231171430232,99.5838955547975,0.758120000545284
1.3332761641475348,99.57943850216714,0.7647065004479536
1.3362292111520462,99.57493391213404,0.7713466064702778
1.3391822581565578,99.5703812820689,0.778040702879134
1.3421353051610692,99.56578010412241,0.7847891758862129
1.3450883521655808,99.56112986517314,0.7915924136435165
1.3480413991700924,99.55643004677485,0.7984508062385058
1.350994446174604,99.55168012510337,0.8053647456888942
1.3539474931791153,99.54687957090302,0.8123346259370846
1.356900540183627,99.54202784943243,0.81936084284424
1.3598535871881383,99.53712442041005,0.8264437941839672
1.36280663419265,99.53216873795895,0.8335838796356337
1.3657596811971615,99.5271602505514,0.8407815007772843
1.3687127282016731,99.52209840095261,0.8480370610781577
1.3716657752061845,99.51698262616424,0.8553509658908072
1.374618822210696,99.5118123573673,0.8627236224428025
1.3775718692152075,99.50658701986451,0.8701554398280021
1.380524916219719,99.5013060330222,0.8776468289974093
1.3834779632242307,99.49596881021175,0.8851982027495797
1.3864310102287423,99.4905747587503,0.8928099757205827
1.3893840572332536,99.48512327984106,0.9004825643735129
