params,values
ec50,1.4584624918216365
ec50.ci.lower,1.3471205483775737
ec50.ci.upper,1.5790070477452072
ec10,0.5287553234350958
ec10.ci.lower,0.44341763560118796
ec10.ci.upper,0.6305166272466671
slope,-2.1655791258552437
slope.ci.lower,-2.500290849756842
slope.ci.upper,-1.8308674019536455
ntc,NA
confidence.level,0.95
