params,values
ec50,2.946099854296219
ec50.ci.lower,2.385679043381094
ec50.ci.upper,3.638169340324678
ec10,0.8441238674674744
ec10.ci.lower,0.49906953605319904
ec10.ci.upper,1.4277471417375625
slope,-1.7578627125930544
slope.ci.lower,-2.404481977882032
slope.ci.upper,-1.1112434473040766
ntc,NA
confidence.level,0.95
