params,values
ec50,2.8117608300164347
ec50.ci.lower,2.6982363640054277
ec50.ci.upper,2.930061676834924
ec10,2.6546183982565736
ec10.ci.lower,2.49110434046914
ec10.ci.upper,2.8288653854760506
slope,-38.206982189195365
slope.ci.lower,-64.7615665449719
slope.ci.upper,-11.652397833418828
ntc,NA
confidence.level,0.95
