params,values
ec50,1.0373121092074105
ec50.ci.lower,0.8670632523108955
ec50.ci.upper,1.2409895230140704
ec10,0.49828976169778216
ec10.ci.lower,0.33445942308471716
ec10.ci.upper,0.7423701336408185
slope,-2.99675635997057
slope.ci.lower,-4.414623543170094
slope.ci.upper,-1.5788891767710456
ntc,NA
confidence.level,0.95
