params,values
ec50,55.596120164425855
ec50.ci.lower,48.316088454159036
ec50.ci.upper,63.973071418433776
ec10,25.572530085823065
ec10.ci.lower,18.728950076350024
ec10.ci.upper,34.91676214226799
slope,-2.82959125291439
slope.ci.lower,-3.855901849367124
slope.ci.upper,-1.8032806564616561
ntc,NA
confidence.level,0.95
