params,values
ec50,407.7701807254349
ec50.ci.lower,357.9365405580533
ec50.ci.upper,464.541899046168
ec10,185.36302776800582
ec10.ci.lower,138.6135233183371
ec10.ci.upper,247.87950872883633
slope,-2.7869812509365675
slope.ci.lower,-3.7459788177158657
slope.ci.upper,-1.8279836841572692
ntc,NA
confidence.level,0.95
