params,values
ec50,44.64210181968854
ec50.ci.lower,40.94938095473288
ec50.ci.upper,48.667823747628596
ec10,20.046781935731858
ec10.ci.lower,16.22802065364989
ec10.ci.upper,24.7641702309763
slope,-2.744462879801925
slope.ci.lower,-3.4012249739892018
slope.ci.upper,-2.0877007856146483
ntc,NA
confidence.level,0.95
