params,values
ec50,2.438503540573255
ec50.ci.lower,2.160602229420554
ec50.ci.upper,2.752149116768718
ec10,1.028912414690775
ec10.ci.lower,0.7899577858136969
ec10.ci.upper,1.340148519473514
slope,-2.5463835768344736
slope.ci.lower,-3.2539776896277353
slope.ci.upper,-1.838789464041212
ntc,NA
confidence.level,0.95
