params,values
ec50,73.03873570816964
ec50.ci.lower,68.71651752878182
ec50.ci.upper,77.63281821744592
ec10,43.234511014113686
ec10.ci.lower,38.60545570523513
ec10.ci.upper,48.418621370555144
slope,-4.190369229947329
slope.ci.lower,-4.916516014351069
slope.ci.upper,-3.464222445543589
ntc,NA
confidence.level,0.95
