params,values
ec50,0.09219895111717405
ec50.ci.lower,0.08047215333756924
ec50.ci.upper,0.10563463551730803
ec10,0.043387690516346965
ec10.ci.lower,0.03050151809477758
ec10.ci.upper,0.06171796703668403
slope,-2.9149417076503688
slope.ci.lower,-4.193727438271744
slope.ci.upper,-1.6361559770289933
ntc,NA
confidence.level,0.95
