params,values
ec50,74.66809887243446
ec50.ci.lower,72.16015154794125
ec50.ci.upper,77.26321064499916
ec10,57.019897850521964
ec10.ci.lower,54.15415813729285
ec10.ci.upper,60.03728730564454
slope,-8.148351758729786
slope.ci.lower,-9.623790002981469
slope.ci.upper,-6.672913514478104
ntc,NA
confidence.level,0.95
