params,values
ec50,0.04511791915127249
ec50.ci.lower,0.04237321255761492
ec50.ci.upper,0.04804041293241374
ec10,0.018701281188361524
ec10.ci.lower,0.01628027775291446
ec10.ci.upper,0.02148230659170144
slope,-2.494896158498542
slope.ci.lower,-2.8439391620755154
slope.ci.upper,-2.1458531549215687
ntc,NA
confidence.level,0.95
