params,values
ec50,3.063516821333867
ec50.ci.lower,2.3616326134588776
ec50.ci.upper,3.9740030947700924
ec10,0.10130243865296938
ec10.ci.lower,0.04536610044009776
ec10.ci.upper,0.22620820342689588
slope,-0.6444953293274356
slope.ci.lower,-0.79201020441005
slope.ci.upper,-0.4969804542448212
ntc,NA
confidence.level,0.95
